,symbol,cmk_rank,price,market_cap,id,cluster
0,GRT,51,0.4607058465157285,2172566777.2600183,6719,3
1,XEC,52,0.00011150524615689365,2121382253.9715104,10791,3
2,CVX,53,36.252401387745074,2042978584.7862122,9903,3
3,BTT,54,2.11795860800966e-06,1962334035.1473567,16086,3
4,CELO,55,4.253016305050535,1842462271.5360801,5567,3
5,STX,56,1.4108771207535997,1844204651.879805,4847,3
6,ONE,57,0.153317633616524,1829576847.678783,3945,3
7,BSV,58,95.7128445346676,1820870025.6556733,3602,3
8,NEO,59,25.780249121822987,1818508635.9421701,1376,3
9,GALA,60,0.24839936711001953,1733133414.498988,7080,3
10,KCS,61,21.03763015712152,1685506274.9363022,2087,3
11,QNT,62,133.8055929027199,1615399866.0491967,3155,3
12,ZIL,63,0.12446776231461712,1569842515.661966,2469,3
13,CHZ,64,0.25927706940803724,1555744466.8209507,4066,3
14,KSM,65,179.90222547513557,1523789490.4940667,5034,3
15,ENJ,66,1.6991296293909526,1486185708.3086455,2130,3
16,LRC,67,1.105484962941993,1469936175.93565,1934,3
17,MINA,68,3.2524660818540503,1452972383.370048,8646,3
18,NEXO,69,2.5262571732679664,1414704044.81889,2694,3
19,DASH,70,127.25583512296572,1356805309.8614495,131,3
20,CRV,71,2.8124587214836474,1322110595.2742562,6538,3
21,GMT,72,2.126772443203854,1276063465.9223123,18069,3
22,BAT,73,0.8426515789491962,1263052317.2141953,1697,3
23,AR,74,36.68051454149395,1224934815.6393425,5632,3
24,KDA,75,7.1087358444205595,1217638309.757125,5647,3
25,OKB,76,20.2438648516592,1214631891.099552,3897,3
26,AMP,77,0.02733896882802499,1154461833.7421768,6945,3
27,HOT,78,0.006344123137976543,1099372539.6518872,2682,3
28,ROSE,79,0.2986039388421469,1043027830.2871774,7653,3
29,TFUEL,80,0.195857600202091,1038283130.5407678,3822,3
30,XEM,81,0.11492091878184588,1034288268.921692,873,3
31,COMP,82,153.76686544072626,1028894909.4490546,5692,3
32,SCRT,83,6.216758196119756,1015168992.3696909,5604,3
33,AUDIO,84,1.501847261619399,932354778.8518382,7455,3
34,IOTX,85,0.09507468524028671,907086591.205607,2777,3
35,GLMR,86,4.342528928112374,894829514.2076503,6836,3
36,ICX,87,0.9516484630211439,875024675.082323,2099,3
37,DCR,88,62.25011644566744,865846364.2020048,1168,3
38,YFI,89,23591.356954389772,864333559.4351579,5864,3
39,SKL,90,0.24746233049593538,859462081.0173179,5691,3
40,BORA,91,0.9876098239610037,850578960.8864144,3801,3
41,QTUM,92,7.810840281361109,813193494.2861542,1684,3
42,XYM,93,0.1416761068180992,790901199.9135827,8677,3
43,GNO,94,420.90285214221296,784995183.6222351,1659,3
44,1INCH,95,1.8411088208135968,760260715.2116427,8104,3
45,OMG,96,5.481714238598808,768785196.4583045,1808,3
46,ANKR,97,0.09112882140199606,743875399.5212415,3783,3
47,CEL,98,3.1081013637241997,742412031.715153,2700,3
48,ANC,99,2.6865021253408083,739295332.6063699,8857,3
49,BTG,100,41.575494373991525,728150031.640987,2083,3
50,KAVA,101,4.274773854640439,726252850.6804024,4846,3
51,XDC,102,0.05868685197283191,722142458.7753582,2634,3
52,SXP,103,1.493993008726948,717023383.1693583,4279,3
53,RVN,104,0.06782628301033905,710364331.5893539,2577,3
54,SNX,105,6.13914129832887,705028398.0772402,2586,3
55,BNT,106,2.70484181990336,701017314.6101898,1727,3
56,ZRX,107,0.80620287959695,683253759.8290489,1896,3
57,WAXP,108,0.3432266789749422,665655075.0440792,2300,3
58,RNDR,109,2.808625379403894,650518564.3096046,5690,3
59,IOST,110,0.03480465239140012,646974831.3668848,2405,3
60,SC,111,0.01260604597247298,638452523.2435216,1042,3
61,BRG,112,0.0783637366300684,627079723.3223906,7096,3
62,PAXG,113,1920.6434751178622,610881482.7984368,4705,3
63,RENBTC,114,45630.238792698816,588942487.1064605,5777,3
64,LPT,115,27.342693107555906,578698675.4845614,3640,3
65,ZEN,116,46.051389883977144,563897254.3809927,1698,3
66,ELON,117,9.9682344436754e-07,551288536.4264464,9436,3
67,WOO,118,0.544437849450684,550614453.1725218,7501,3
68,RLY,119,0.20957180340106568,547808974.5358491,8075,3
69,GT,120,6.98236041266035,546839091.4963369,4269,3
70,IMX,121,2.335264709166419,549450424.1667764,10603,3
71,JST,122,0.07552380230459214,551355854.4395021,5488,3
72,FXS,123,33.16507651208219,537586147.0325558,6953,3
73,KNC,124,3.0220920664840585,537356224.5616931,9444,3
74,ONT,125,0.6123790672626097,535984487.12916315,2566,3
75,GLM,126,0.5141511978562917,514151197.8562917,1455,3
76,SUSHI,127,4.095896647554368,521180087.5036229,6758,3
77,UMA,128,7.866441967923452,517083977.1418669,5617,3
78,VLX,129,0.227564436576322,519648525.29201025,4747,3
79,NFT,130,1.80263663542061e-06,499475572.92545,9816,3
80,STORJ,131,1.2809203932888042,497892143.12648463,1772,3
81,DGB,132,0.03270447147713413,498067748.8307885,109,3
82,REV,133,0.005727919194760798,487225316.61767125,2135,3
83,TEL,134,0.008213932000620403,487279873.60232306,2394,3
84,CHSB,135,0.4919475919889106,491947591.98891056,2499,3
85,VGX,136,1.686842565550496,469755652.637175,1817,3
86,REN,137,0.4651051677948911,464657504.2392042,2539,3
87,TWT,138,1.2666281108700639,439458125.28730816,5964,3
88,HIVE,139,1.0726608693129451,427654749.4221211,5370,3
89,POLY,140,0.483040829609716,434036738.2102954,2496,3
90,KEEP,141,0.6557461876933622,429689302.13970774,5566,3
91,CELR,142,0.06252049520626653,427602297.1272699,3814,3
92,SPELL,143,0.00508659961903652,426629900.201417,11289,3
93,ILV,144,646.0094156773279,420413959.96614635,8719,3
94,FLUX,145,1.8114042289555223,417686705.7540702,3029,3
95,SYS,146,0.6543797162521209,416678628.5290802,541,3
96,CSPR,147,0.09048959179588396,405504769.99586356,5899,3
97,DYDX,148,6.163668212294584,404147379.2940662,11156,3
98,PYR,149,16.550387976614882,395516206.7487495,9308,3
99,SRM,150,2.9277169296243235,390064940.7977003,6187,3
100,PLA,151,1.067884656008898,387459977.8418006,7461,3
101,CKB,152,0.012688932604991803,385508349.26874423,4948,3
102,ENS,153,18.833706097987996,381285782.6076752,13855,3
103,FET,154,0.5072937984166935,378498843.2851512,3773,3
104,OCEAN,155,0.5983640974972265,366856514.17948157,3911,3
105,UOS,156,1.2899262217706318,364729379.379666,4189,3
106,PERP,157,4.8789630733802865,363360774.8899968,6950,3
107,XNO,158,2.711357081306819,361283714.1771615,1567,3
108,XPRT,159,3.6036033007825004,347144624.91929007,7281,3
109,BTRST,160,3.805252689772211,339042371.4689651,11584,3
110,WIN,161,0.00035072182183784346,337302257.9854086,4206,3
111,COTI,162,0.31293697840038426,328002232.4502076,3992,3
112,NU,163,0.4737142073391794,333021087.7594431,4761,3
113,CHR,164,0.5811662529943594,329735970.9271418,3978,3
114,DENT,165,0.003288808056591715,325617621.37290806,1886,3
115,CEEK,166,0.429764922248258,319821054.1831428,2856,3
116,RAY,167,3.3117960950812484,316902341.6184441,8526,3
117,YGG,168,2.8364399025684466,318077410.91098183,10688,3
118,C98,169,1.6929595667031854,313197519.8400893,10903,3
119,LSK,170,2.448876212417599,315661232.3599424,1214,3
120,PEOPLE,171,0.06193563292624755,313402808.5183798,14806,3
121,SUPER,172,0.7734780013150061,312802938.05839115,8290,3
122,INJ,173,6.342120837677634,308569362.87518835,7226,3
123,CFX,174,0.177067314431546,298652214.7819908,7334,3
124,JOE,175,1.412993361122936,297080596.6120059,11396,3
125,POWR,176,0.5940757520843607,288415518.290513,2132,3
