,name,rank,price,market_cap,amount,operacion,variacion,market_value,cluster,roi,roi_acumulado
0,KSM,51,215.92787825688745,1828930302.132381,0.7496225500906031,venta,-1.077147355335937,161.86440673458125,3,-0.5538621003008958,-0.5538621003008958
1,WAVES,52,16.37070091462602,1732390789.43614,9.887445111770829,venta,-13.88510015052339,161.86440673458128,3,-0.5736904513986336,-0.5736904513986336
2,TFUEL,53,0.32584081023951,1727351995.3493578,496.7591586075498,venta,-770.2031658583753,161.86440673458128,3,-0.6380390625082739,-0.6380390625082739
3,DASH,54,164.41801629525963,1688155597.3757,0.9844687971658007,venta,-0.0725996883672996,161.86440673458128,3,0.1528803898474449,0.1528803898474449
4,STX,55,1.34030909519667,1589059449.511215,120.76647641552424,venta,-52.22967332347571,161.86440673458128,3,0.1528803898474449,0.1528803898474449
5,CHZ,56,0.26580236602079,1566626819.178001,600.1707116487835,,0.0,159.52679517262794,3,0.13623073484777737,0.13623073484777737
6,XEM,57,0.1687525293816,1518772764.2656476,959.1821072415298,venta,-115.83684091897845,161.86440673458128,3,0.1528803898474449,0.1528803898474449
7,ZEC,58,119.13085762449715,1472990510.8266544,1.358711000342003,compra,0.09941644655370108,161.86440673458128,3,0.1528803898474449,0.1528803898474449
8,CEL,59,6.15278782225225,1469676555.9657218,26.307490427214216,compra,5.614702987472633,161.86440673458128,3,0.1528803898474449,0.1528803898474449
9,MANA,60,0.73573610917987,1243861176.3636417,220.00334728033482,venta,-36.36694146712834,161.86440673458128,3,0.1528803898474449,0.1528803898474449
10,OKB,61,20.44576860220601,1226746116.1323605,7.916768006320722,venta,-4.996971213887565,161.86440673458128,3,0.21519824875811766,0.21519824875811766
11,SUSHI,62,9.62345830633191,1224531591.9229274,16.81977534293259,venta,-0.5628787335412327,161.8644067345813,3,0.15288038984744512,0.15288038984744512
12,HNT,63,13.16915878239746,1225364179.3027864,12.291172838688613,compra,1.3731280409072433,161.86440673458128,3,0.1528803898474449,0.1528803898474449
13,SNX,64,10.56636887549548,1213458000.0319645,15.31882983093292,compra,2.113999474753191,161.86440673458128,3,0.1528803898474449,0.1528803898474449
14,YFI,65,32944.44671878169,1206934295.390839,0.004913253153597571,compra,0.0005913440422549076,161.86440673458128,3,0.1528803898474449,0.1528803898474449
15,ENJ,66,1.40580807598658,1172909428.5096803,115.13976160720708,venta,-11.877682015013749,161.86440673458128,3,0.1528803898474449,0.1528803898474449
16,FLOW,67,22.32036437019983,1137148438.731608,7.251871163478329,venta,-5.493315639734194,161.86440673458128,3,0.21519824875811766,0.21519824875811766
